contract_id,bank,ano_mes,product_id,location_id,units,financed_amount,outstanding_balance,dpd,delinquent_amount_30p,risk_score
C202504-BA-001695,Banco Shield,202504,1007.0,504,1,16407.26,16841.82,0,0.0,0.0955
C202504-BA-001696,Banco Shield,202504,1020.0,509,1,24963.07,25747.26,0,0.0,0.1417
C202504-BA-001697,Banco Shield,202504,1019.0,511,1,4689.63,4316.73,0,0.0,0.0822
C202504-BA-001698,Banco Shield,202504,1011.0,510,1,22106.24,16999.23,0,0.0,0.0829
C202504-BA-001699,Banco Shield,202504,1020.0,505,1,42433.25,39733.3,0,0.0,0.1186
C202504-BA-001700,Banco Shield,202504,1002.0,502,1,643.53,628.83,0,0.0,0.0932
C202504-BA-001701,Banco Shield,202504,1010.0,505,1,75060.42,53898.36,0,0.0,0.1534
C202504-BA-001702,Banco Shield,202504,1004.0,504,1,0.0,0.0,0,0.0,0.0647
C202504-BA-001703,Banco Shield,202504,1016.0,505,1,12006.48,9795.3,0,0.0,0.1649
C202504-BA-001704,Banco Shield,202504,1013.0,502,1,57431.55,51493.61,0,0.0,0.1059
C202504-BA-001705,Banco Shield,202504,1003.0,506,1,4053.46,2999.81,0,0.0,0.1058
C202504-BA-001706,Banco Shield,202504,1008.0,510,1,10980.23,8528.76,0,0.0,0.1057
C202504-BA-001707,Banco Shield,202504,1005.0,502,1,48444.19,33373.84,0,0.0,0.0569
C202504-BA-001708,Banco Shield,202504,1016.0,504,1,15941.4,9710.76,0,0.0,0.1039
C202504-BA-001709,Banco Shield,202504,1020.0,505,1,22267.7,16549.9,0,0.0,0.0751
C202504-BA-001762,Banco Shield,202504,1013.0,508,1,38356.98,27280.07,0,0.0,0.0797
C202504-BA-001711,Banco Shield,202504,1009.0,502,1,0.0,0.0,0,0.0,0.1041
C202504-BA-001712,Banco Shield,202504,1017.0,502,1,939.83,820.76,0,0.0,0.0703
C202504-BA-001713,Banco Shield,202504,1016.0,510,1,7325.13,5156.99,0,0.0,0.0836
C202504-BA-001714,Banco Shield,202504,1001.0,512,1,0.0,0.0,0,0.0,0.1578
C202504-BA-001715,Banco Shield,202504,1015.0,512,1,4147.46,4136.12,0,0.0,0.01
C202504-BA-001716,Banco Shield,202504,1012.0,503,1,0.0,0.0,0,0.0,0.0701
C202504-BA-001717,Banco Shield,202504,1012.0,505,1,0.0,0.0,0,0.0,0.1208
C202504-BA-001718,Banco Shield,202504,1015.0,514,1,3734.72,2898.52,0,0.0,0.0744
C202504-BA-001719,Banco Shield,202504,1001.0,513,1,0.0,0.0,0,0.0,0.065
C202504-BA-001720,Banco Shield,202504,1006.0,514,1,5653.89,3871.66,0,0.0,0.0799
C202504-BA-001721,Banco Shield,202504,1007.0,512,1,11824.79,9987.11,0,0.0,0.0168
C202504-BA-001722,Banco Shield,202504,1008.0,504,1,15083.49,14031.29,0,0.0,0.0605
C202504-BA-001723,Banco Shield,202504,1015.0,508,1,6603.47,4424.02,0,0.0,0.1665
C202504-BA-001724,Banco Shield,202504,1013.0,515,1,25284.1,22974.86,0,0.0,0.0399
C202504-BA-001725,Banco Shield,202504,1006.0,502,1,5718.25,3672.12,0,0.0,0.1172
C202504-BA-001726,Banco Shield,202504,1016.0,501,1,12065.43,11887.38,0,0.0,0.0942
C202504-BA-001727,Banco Shield,202504,1005.0,502,1,30252.13,19437.17,0,0.0,0.0421
C202504-BA-001728,Banco Shield,202504,1015.0,503,1,6177.32,6291.56,0,0.0,0.0406
C202504-BA-001729,Banco Shield,202504,1002.0,514,1,629.21,589.2,0,0.0,0.1143
C202504-BA-001730,Banco Shield,202504,1002.0,508,1,764.62,503.22,0,0.0,0.0965
C202504-BA-001731,Banco Shield,202504,1010.0,513,1,62367.4,39755.97,0,0.0,0.1094
C202504-BA-001732,Banco Shield,202504,1013.0,509,1,14634.07,11248.97,0,0.0,0.0547
C202504-BA-001733,Banco Shield,202504,1015.0,505,1,4106.3,4106.77,0,0.0,0.125
C202504-BA-001734,Banco Shield,202504,1011.0,504,1,51880.19,43694.21,0,0.0,0.1732
C202504-BA-001735,Banco Shield,202504,1018.0,501,1,6103.45,3911.73,0,0.0,0.0733
C202504-BA-001736,Banco Shield,202504,1010.0,504,1,69556.0,71590.71,0,0.0,0.1525
C202504-BA-001737,Banco Shield,202504,1007.0,508,1,18461.28,16522.93,0,0.0,0.0657
C202504-BA-001738,Banco Shield,202504,1012.0,511,1,0.0,0.0,0,0.0,0.0364
C202504-BA-001739,Banco Shield,202504,1002.0,501,1,1033.12,1001.83,0,0.0,0.081
C202504-BA-001740,Banco Shield,202504,1012.0,514,1,0.0,0.0,0,0.0,0.0597
C202504-BA-001741,Banco Shield,202504,1001.0,508,1,0.0,0.0,0,0.0,0.0726
C202504-BA-001742,Banco Shield,202504,1016.0,508,1,10624.0,6899.62,0,0.0,0.1118
C202504-BA-001743,Banco Shield,202504,1017.0,505,1,269.52,211.19,0,0.0,0.0963
C202504-BA-001744,Banco Shield,202504,1008.0,512,1,17269.93,15124.74,0,0.0,0.1097
C202504-BA-001745,Banco Shield,202504,1005.0,511,1,0.0,0.0,0,0.0,0.1255
C202504-BA-001746,Banco Shield,202504,1002.0,512,1,885.52,531.88,0,0.0,0.1352
C202504-BA-001747,Banco Shield,202504,1013.0,509,1,61207.95,60214.89,0,0.0,0.1523
C202504-BA-001748,Banco Shield,202504,1007.0,501,1,12396.13,11591.48,0,0.0,0.0406
C202504-BA-001749,Banco Shield,202504,1014.0,507,1,9874.97,10107.51,0,0.0,0.1319
C202504-BA-001750,Banco Shield,202504,1002.0,503,1,274.13,222.04,0,0.0,0.0839
C202504-BA-001751,Banco Shield,202504,1008.0,510,1,11343.71,9218.76,0,0.0,0.107
C202504-BA-001752,Banco Shield,202504,1006.0,514,1,3295.8,3077.44,0,0.0,0.0655
C202504-BA-001753,Banco Shield,202504,1011.0,506,1,22863.47,21913.75,5,0.0,0.1057
C202504-BA-001754,Banco Shield,202504,1016.0,511,1,13717.14,11667.81,0,0.0,0.0596
C202504-BA-001755,Banco Shield,202504,1020.0,502,1,20773.32,19201.58,0,0.0,0.0814
C202504-BA-001756,Banco Shield,202504,1014.0,514,1,15513.13,10254.08,0,0.0,0.095
C202504-BA-001757,Banco Shield,202504,1015.0,514,1,5730.75,5858.38,0,0.0,0.0558
C202504-BA-001758,Banco Shield,202504,1007.0,510,1,8741.65,7515.86,0,0.0,0.01
C202504-BA-001759,Banco Shield,202504,1002.0,503,1,587.65,377.93,0,0.0,0.1072
C202504-BA-001760,Banco Shield,202504,1007.0,515,1,11948.06,11419.55,60,6235.58,0.0658
C202504-HI-001761,Hidra,202504,1005.0,508,1,52850.98,49981.78,0,0.0,0.1631
C202504-HI-001762,Hidra,202504,1012.0,501,1,0.0,0.0,10,0.0,0.078
C202504-HI-001763,Hidra,202504,1018.0,502,1,4302.29,4046.18,0,0.0,0.1887
C202504-HI-001764,Hidra,202504,1017.0,510,1,451.38,391.66,5,0.0,0.13
C202504-HI-001765,Hidra,202504,1005.0,509,1,14575.51,12207.85,0,0.0,0.2112
C202504-HI-001766,Hidra,202504,1008.0,503,1,1828.05,1197.41,0,0.0,0.0879
C202504-HI-001767,Hidra,202504,1019.0,513,1,7763.36,6535.67,0,0.0,0.0903
C202504-HI-001768,Hidra,202504,1014.0,503,1,34566.1,36184.02,0,0.0,0.1043
C202504-HI-001769,Hidra,202504,1017.0,501,1,910.81,599.0,0,0.0,0.1459
C202504-HI-001770,Hidra,202504,1003.0,515,1,8760.67,7055.04,0,0.0,0.1121
C202504-HI-001771,Hidra,202504,1016.0,503,1,13042.69,12928.65,0,0.0,0.1196
C202504-HI-001772,Hidra,202504,1001.0,508,1,0.0,0.0,0,0.0,0.1815
C202504-HI-001773,Hidra,202504,1008.0,513,1,10570.59,9049.79,0,0.0,0.1306
C202504-HI-001774,Hidra,202504,1013.0,501,1,39626.64,28483.04,0,0.0,0.2001
C202504-HI-001775,Hidra,202504,1008.0,506,1,7537.91,6936.04,0,0.0,0.1611
C202504-HI-001776,Hidra,202504,1016.0,512,1,9697.73,6922.55,0,0.0,0.1083
C202504-HI-001777,Hidra,202504,1016.0,504,1,19689.12,12902.16,5,0.0,0.1804
C202504-HI-001778,Hidra,202504,1012.0,513,1,0.0,0.0,0,0.0,0.1603
C202504-HI-001779,Hidra,202504,1019.0,508,1,5082.77,3297.89,0,0.0,0.1423
C202504-HI-001780,Hidra,202504,1009.0,505,1,0.0,0.0,0,0.0,0.1893
C202504-HI-001781,Hidra,202504,1002.0,501,1,996.72,625.78,0,0.0,0.1797
C202504-HI-001782,Hidra,202504,1006.0,514,1,6384.5,5601.32,60,2371.52,0.128
C202504-HI-001783,Hidra,202504,1011.0,509,1,40520.66,30824.91,0,0.0,0.1607
C202504-HI-001784,Hidra,202504,1005.0,502,1,48542.15,50331.22,0,0.0,0.07
C202504-HI-001785,Hidra,202504,1008.0,501,1,12804.67,9762.74,0,0.0,0.1526
C202504-HI-001786,Hidra,202504,1020.0,509,1,35817.57,32540.61,0,0.0,0.1789
C202504-HI-001787,Hidra,202504,1005.0,505,1,49929.37,43626.93,0,0.0,0.1343
C202504-HI-001788,Hidra,202504,1011.0,514,1,32158.93,33187.1,0,0.0,0.1292
C202504-HI-001789,Hidra,202504,1007.0,503,1,15648.34,11273.18,0,0.0,0.172
C202504-HI-001790,Hidra,202504,1003.0,504,1,11982.1,7671.72,0,0.0,0.1964
C202504-HI-001791,Hidra,202504,1018.0,507,1,6504.56,5934.07,0,0.0,0.1853
C202504-HI-001792,Hidra,202504,1009.0,510,1,0.0,0.0,0,0.0,0.0851
C202504-HI-001793,Hidra,202504,1006.0,505,1,5604.24,3776.11,0,0.0,0.1245
C202504-HI-001794,Hidra,202504,1003.0,512,1,11250.83,9658.46,0,0.0,0.0867
C202504-HI-001795,Hidra,202504,1006.0,509,1,3779.3,2527.45,0,0.0,0.1215
C202504-HI-001796,Hidra,202504,1009.0,514,1,0.0,0.0,0,0.0,0.1057
C202504-HI-001797,Hidra,202504,1001.0,501,1,0.0,0.0,0,0.0,0.2179
C202504-HI-001798,Hidra,202504,1019.0,504,1,6643.23,4716.46,0,0.0,0.1716
C202504-HI-001799,Hidra,202504,1008.0,505,1,9881.86,8565.89,0,0.0,0.1268
C202504-HI-001800,Hidra,202504,1003.0,504,1,14849.91,10345.07,5,0.0,0.1143
C202504-HI-001801,Hidra,202504,1010.0,512,1,70666.02,72819.23,0,0.0,0.1223
C202504-HI-001802,Hidra,202504,1017.0,502,1,584.62,605.94,0,0.0,0.133
C202504-HI-001803,Hidra,202504,1009.0,512,1,0.0,0.0,0,0.0,0.0724
C202504-HI-001804,Hidra,202504,1005.0,502,1,43867.92,38218.98,10,0.0,0.1272
C202504-HI-001805,Hidra,202504,1004.0,508,1,0.0,0.0,0,0.0,0.1535
C202504-HI-001806,Hidra,202504,1002.0,501,1,473.68,439.65,0,0.0,0.1827
C202504-HI-001807,Hidra,202504,1017.0,515,1,442.34,351.7,0,0.0,0.1546
C202504-HI-001808,Hidra,202504,1008.0,502,1,7638.13,6534.59,0,0.0,0.1777
C202504-HI-001809,Hidra,202504,1006.0,504,1,5586.22,5010.85,0,0.0,0.2282
C202504-HI-001810,Hidra,202504,1015.0,510,1,6376.32,4124.19,0,0.0,0.1123
C202504-HI-001811,Hidra,202504,1004.0,510,1,0.0,0.0,0,0.0,0.1216
C202504-HI-001812,Hidra,202504,1002.0,503,1,798.17,540.12,0,0.0,0.0951
C202504-HI-001813,Hidra,202504,1005.0,508,1,47291.23,40853.18,0,0.0,0.164
C202504-HI-001814,Hidra,202504,1007.0,509,1,11841.43,8346.61,0,0.0,0.1644
C202504-HI-001815,Hidra,202504,1004.0,513,1,0.0,0.0,0,0.0,0.0941
C202504-HI-001816,Hidra,202504,1004.0,514,1,0.0,0.0,0,0.0,0.0841
C202504-HI-001817,Hidra,202504,1014.0,512,1,24359.93,25107.92,0,0.0,0.0844
C202504-HI-001818,Hidra,202504,1006.0,509,1,4500.92,3017.55,0,0.0,0.1988
C202504-HI-001819,Hidra,202504,1011.0,513,1,8227.78,8174.09,0,0.0,0.1679
C202504-HI-001820,Hidra,202504,1019.0,503,1,6950.33,6028.45,0,0.0,0.1538
C202504-HI-001821,Hidra,202504,1005.0,502,1,50087.72,49957.56,0,0.0,0.1232
C202504-HI-001822,Hidra,202504,1007.0,507,1,10649.25,9630.95,0,0.0,0.1732
C202504-HI-001823,Hidra,202504,1007.0,510,1,11725.09,8606.6,0,0.0,0.1458
C202504-HI-001824,Hidra,202504,1010.0,502,1,72857.11,55471.99,0,0.0,0.1773
C202504-HI-001825,Hidra,202504,1017.0,510,1,35.77,24.74,0,0.0,0.1161
C202504-HI-001826,Hidra,202504,1015.0,511,1,5553.48,5000.48,0,0.0,0.1618
C202504-HI-001827,Hidra,202504,1002.0,502,1,672.73,636.14,0,0.0,0.1462
C202504-HI-001828,Hidra,202504,1015.0,507,1,2990.46,2512.39,0,0.0,0.15
C202504-HI-001829,Hidra,202504,1003.0,501,1,7772.98,7786.77,0,0.0,0.1369
C202504-HI-001830,Hidra,202504,1011.0,508,1,45353.08,37930.97,0,0.0,0.1565
C202504-HI-001831,Hidra,202504,1008.0,507,1,9254.23,5884.99,15,0.0,0.1775
C202504-HI-001832,Hidra,202504,1020.0,514,1,33539.95,32889.44,0,0.0,0.1472
C202504-HI-001833,Hidra,202504,1018.0,505,1,4299.54,3466.34,0,0.0,0.2074
C202504-HI-001834,Hidra,202504,1020.0,506,1,46666.81,42906.56,0,0.0,0.1682
C202504-HI-001835,Hidra,202504,1004.0,508,1,0.0,0.0,0,0.0,0.1623
C202504-HI-001836,Hidra,202504,1015.0,506,1,3884.6,2401.17,0,0.0,0.1902
C202504-HI-001837,Hidra,202504,1009.0,511,1,0.0,0.0,0,0.0,0.191
C202504-HI-001838,Hidra,202504,1005.0,511,1,36747.93,33178.02,0,0.0,0.1707
C202504-HI-001839,Hidra,202504,1020.0,505,1,14551.19,14208.28,10,0.0,0.1799
C202504-HI-001840,Hidra,202504,1011.0,509,1,18979.45,12134.41,0,0.0,0.2102
C202504-HI-001841,Hidra,202504,1007.0,504,1,26186.63,16325.36,0,0.0,0.1786
C202504-HI-001842,Hidra,202504,1012.0,501,1,0.0,0.0,0,0.0,0.1332
C202504-HI-001843,Hidra,202504,1007.0,512,1,8341.21,6668.7,0,0.0,0.1589
C202504-HI-001844,Hidra,202504,1019.0,509,1,6548.92,5381.86,0,0.0,0.2267
C202504-HI-001845,Hidra,202504,1012.0,512,1,0.0,0.0,0,0.0,0.0439
C202504-HI-001846,Hidra,202504,1007.0,503,1,10161.5,7887.71,0,0.0,0.1202
C202504-HI-001847,Hidra,202504,1004.0,502,1,0.0,0.0,0,0.0,0.1545
C202504-HI-001848,Hidra,202504,1008.0,508,1,14456.8,14992.91,0,0.0,0.1492
C202504-HI-001849,Hidra,202504,1012.0,505,1,0.0,0.0,10,0.0,0.1066
C202504-HI-001850,Hidra,202504,1009.0,507,1,0.0,0.0,0,0.0,0.1706
C202504-HI-001851,Hidra,202504,1019.0,503,1,5107.38,4915.22,0,0.0,0.1012
C202504-HI-001852,Hidra,202504,1005.0,515,1,46951.74,42375.03,0,0.0,0.121
C202504-HI-001853,Hidra,202504,1005.0,511,1,38052.17,26030.81,0,0.0,0.1367
C202504-HI-001854,Hidra,202504,1016.0,506,1,8763.4,7037.38,0,0.0,0.2095
C202504-HI-001855,Hidra,202504,1007.0,502,1,9835.15,10027.95,0,0.0,0.1389
C202504-HI-001856,Hidra,202504,1011.0,515,1,32159.61,26117.32,0,0.0,0.117
C202504-HI-001857,Hidra,202504,1005.0,504,1,23090.94,19905.84,0,0.0,0.1262
C202504-HI-001858,Hidra,202504,1011.0,511,1,29263.06,27736.42,0,0.0,0.174
C202504-HI-001859,Hidra,202504,1011.0,513,1,17508.56,15655.7,0,0.0,0.1445
C202504-HI-001860,Hidra,202504,1007.0,514,1,17048.71,16017.91,0,0.0,0.1259
C202504-HI-001861,Hidra,202504,1008.0,508,1,15527.56,13304.49,10,0.0,0.1515
C202504-HI-001862,Hidra,202504,1012.0,506,1,0.0,0.0,0,0.0,0.1655
C202504-HI-001863,Hidra,202504,1009.0,514,1,0.0,0.0,0,0.0,0.0982
C202504-HI-001864,Hidra,202504,1016.0,512,1,13474.87,9104.21,0,0.0,0.1302
C202504-HI-001865,Hidra,202504,1001.0,513,1,0.0,0.0,0,0.0,0.1257
C202504-HI-001866,Hidra,202504,1004.0,501,1,0.0,0.0,0,0.0,0.1217
C202504-HI-001867,Hidra,202504,1008.0,510,1,13538.17,10653.55,0,0.0,0.1393
C202504-HI-001869,Hidra,202504,1016.0,507,1,13027.74,11786.66,0,0.0,0.2301
C202504-HI-001870,Hidra,202504,1020.0,504,1,31079.05,31083.6,0,0.0,0.1855
C202504-HI-001871,Hidra,202504,1013.0,512,1,11644.72,7223.52,10,0.0,0.0898
C202504-HI-001872,Hidra,202504,1017.0,509,1,881.21,601.9,0,0.0,0.1795
C202504-HI-001874,Hidra,202504,1016.0,506,1,9306.05,7871.3,0,0.0,0.1972
C202504-HI-001876,Hidra,202504,1012.0,515,1,0.0,0.0,0,0.0,0.1544
C202504-HI-001877,Hidra,202504,1016.0,504,1,7023.2,6716.14,0,0.0,0.2138
C202504-HI-001878,Hidra,202504,1010.0,502,1,36953.99,34090.84,0,0.0,0.2102
C202504-HI-001879,Hidra,202504,1010.0,514,1,42037.31,40106.89,0,0.0,0.1686
C202504-HI-001880,Hidra,202504,1007.0,503,1,10545.32,7605.45,0,0.0,0.0836
C202504-HI-001881,Hidra,202504,1004.0,507,1,0.0,0.0,0,0.0,0.1242
C202504-HI-001882,Hidra,202504,1020.0,501,1,50346.9,42279.88,0,0.0,0.1304
C202504-HI-001883,Hidra,202504,1010.0,502,1,44497.84,42578.99,45,21686.51,0.1749
C202504-HI-001884,Hidra,202504,1016.0,510,1,17704.76,11483.51,0,0.0,0.0651
C202504-HI-001885,Hidra,202504,1003.0,514,1,8010.42,5928.91,0,0.0,0.1386
C202504-HI-001886,Hidra,202504,1005.0,508,1,18262.3,13730.27,0,0.0,0.1506
C202504-HI-001887,Hidra,202504,1016.0,505,1,11546.97,11875.31,0,0.0,0.1594
C202504-HI-001888,Hidra,202504,1008.0,508,1,8897.3,8428.87,0,0.0,0.1287
C202504-HI-001889,Hidra,202504,1016.0,510,1,16104.51,16375.1,0,0.0,0.118
C202504-HI-001890,Hidra,202504,1007.0,503,1,13542.24,13417.78,0,0.0,0.1156
C202504-HI-001891,Hidra,202504,1010.0,515,1,64834.24,52895.99,0,0.0,0.1491
C202504-HI-001892,Hidra,202504,1004.0,513,1,0.0,0.0,0,0.0,0.1563
C202504-HI-001893,Hidra,202504,1011.0,505,1,29515.08,24892.63,0,0.0,0.1021
C202504-HI-001894,Hidra,202504,1011.0,509,1,30430.02,31134.68,0,0.0,0.1302
C202504-HI-001895,Hidra,202504,1016.0,512,1,12425.98,12883.6,0,0.0,0.0873
C202504-HI-001896,Hidra,202504,1020.0,506,1,39016.45,31253.14,0,0.0,0.0561
C202504-HI-001897,Hidra,202504,1016.0,502,1,12070.14,8755.47,0,0.0,0.1292
C202504-HI-001898,Hidra,202504,1004.0,514,1,0.0,0.0,0,0.0,0.0975
C202504-HI-001899,Hidra,202504,1002.0,505,1,714.75,673.36,0,0.0,0.1932
C202504-HI-001900,Hidra,202504,1002.0,503,1,623.71,595.0,0,0.0,0.0813
C202504-HI-001901,Hidra,202504,1013.0,505,1,40485.36,37101.28,0,0.0,0.1109
C202504-HI-001902,Hidra,202504,1009.0,508,1,0.0,0.0,0,0.0,0.1403
C202504-HI-001903,Hidra,202504,1003.0,508,1,7773.59,7028.15,0,0.0,0.1536
C202504-HI-001904,Hidra,202504,1007.0,514,1,11102.16,10350.28,0,0.0,0.0986
C202504-HI-001905,Hidra,202504,1001.0,508,1,0.0,0.0,0,0.0,0.1516
C202504-HI-001906,Hidra,202504,1004.0,504,1,0.0,0.0,0,0.0,0.1351
C202504-HI-001907,Hidra,202504,1009.0,514,1,0.0,0.0,0,0.0,0.1285
C202504-HI-001908,Hidra,202504,1018.0,513,1,4967.91,3439.25,0,0.0,0.127
C202504-HI-001909,Hidra,202504,1008.0,502,1,13646.67,13977.77,0,0.0,0.0902
C202504-HI-001910,Hidra,202504,1007.0,507,1,11046.26,8236.89,0,0.0,0.1753
C202504-HI-001911,Hidra,202504,1013.0,512,1,40068.49,28831.49,0,0.0,0.1155
C202504-HI-001912,Hidra,202504,1014.0,510,1,21928.89,18696.0,0,0.0,0.1106
C202504-HI-001913,Hidra,202504,1002.0,506,1,962.14,664.35,0,0.0,0.1779
C202504-HI-001914,Hidra,202504,1001.0,515,1,0.0,0.0,0,0.0,0.1395
C202504-HI-001915,Hidra,202504,1012.0,504,1,0.0,0.0,0,0.0,0.1475
C202504-HI-001916,Hidra,202504,1019.0,506,1,2285.7,1478.17,0,0.0,0.2115
C202504-HI-001917,Hidra,202504,1009.0,505,1,0.0,0.0,0,0.0,0.1977
C202504-HI-001918,Hidra,202504,1015.0,501,1,4102.3,3466.68,0,0.0,0.1273
C202504-HI-001919,Hidra,202504,1005.0,513,1,48148.74,36998.41,10,0.0,0.1566
C202504-HI-001920,Hidra,202504,1001.0,515,1,0.0,0.0,0,0.0,0.1222
C202504-HI-001921,Hidra,202504,1008.0,512,1,9706.1,6047.46,0,0.0,0.0707
C202504-HI-001922,Hidra,202504,1002.0,508,1,1253.82,1292.76,0,0.0,0.1316
C202504-HI-001923,Hidra,202504,1017.0,501,1,759.26,739.22,0,0.0,0.1404
C202504-HI-001924,Hidra,202504,1017.0,507,1,879.13,568.46,0,0.0,0.1834
C202504-HI-001925,Hidra,202504,1020.0,508,1,21182.26,16579.77,0,0.0,0.12
C202504-HI-001926,Hidra,202504,1011.0,503,1,46247.43,28902.77,0,0.0,0.1561
C202504-HI-001927,Banco Shield,202504,1009.0,511,1,0.0,0.0,0,0.0,0.0902
C202504-HI-001928,Hidra,202504,1011.0,507,1,61183.82,41455.88,0,0.0,0.1433
C202504-HI-001929,Hidra,202504,1004.0,511,1,0.0,0.0,0,0.0,0.1146
C202504-HI-001930,Hidra,202504,1005.0,505,1,41640.89,31828.12,0,0.0,0.142
C202504-HI-001931,Hidra,202504,1007.0,504,1,8557.59,6206.37,0,0.0,0.1633
C202504-HI-001932,Hidra,202504,1002.0,508,1,851.83,592.17,0,0.0,0.1727
C202504-HI-001933,Hidra,202504,1004.0,504,1,0.0,0.0,0,0.0,0.1348
C202504-HI-001934,Hidra,202504,1015.0,511,1,5950.7,3724.89,0,0.0,0.0665
C202504-HI-001935,Hidra,202504,1003.0,510,1,9614.05,8183.13,0,0.0,0.1353
C202504-HI-001936,Hidra,202504,1011.0,506,1,34669.34,27319.67,0,0.0,0.1456
C202504-HI-001937,Hidra,202504,1005.0,510,1,31004.73,24756.21,0,0.0,0.0948
C202504-HI-001938,Hidra,202504,1017.0,504,1,662.31,690.91,0,0.0,0.2359
C202504-HI-001939,Hidra,202504,1014.0,502,1,23445.28,21573.9,10,0.0,0.1145
C202504-HI-001940,Hidra,202504,1016.0,511,1,7573.45,5817.05,0,0.0,0.1408
C202504-HI-001941,Hidra,202504,1005.0,506,1,55922.37,44380.15,0,0.0,0.2024
C202504-HI-001942,Hidra,202504,1017.0,501,1,930.7,696.74,0,0.0,0.1406
C202504-HI-001943,Hidra,202504,1013.0,502,1,55169.56,41786.95,0,0.0,0.1332
C202504-HI-001944,Hidra,202504,1004.0,504,1,0.0,0.0,0,0.0,0.1976
C202504-HI-001945,Hidra,202504,1015.0,507,1,5912.93,4675.12,0,0.0,0.1451
C202504-HI-001946,Hidra,202504,1018.0,507,1,5494.84,5501.5,0,0.0,0.1244
C202504-HI-001947,Hidra,202504,1013.0,504,1,25390.57,19890.83,0,0.0,0.1692
C202504-HI-001948,Hidra,202504,1004.0,513,1,0.0,0.0,0,0.0,0.0879
C202504-HI-001949,Hidra,202504,1014.0,508,1,23891.92,18698.91,0,0.0,0.1271
C202504-HI-001950,Hidra,202504,1009.0,507,1,0.0,0.0,0,0.0,0.1601
C202504-HI-001951,Hidra,202504,1003.0,511,1,15033.68,11562.52,0,0.0,0.1288
C202504-HI-001952,Hidra,202504,1009.0,506,1,0.0,0.0,0,0.0,0.1626
C202504-HI-001953,Hidra,202504,1014.0,507,1,41299.92,25396.74,0,0.0,0.148
C202504-HI-001954,Hidra,202504,1006.0,505,1,6082.21,4144.11,0,0.0,0.139
C202504-HI-001955,Hidra,202504,1009.0,510,1,0.0,0.0,0,0.0,0.1474
C202504-HI-001956,Hidra,202504,1012.0,509,1,0.0,0.0,0,0.0,0.1252
C202504-HI-001957,Hidra,202504,1015.0,511,1,3823.68,2907.0,0,0.0,0.1615
C202504-HI-001958,Hidra,202504,1010.0,505,1,43456.48,43491.48,0,0.0,0.2081
C202504-HI-001959,Hidra,202504,1009.0,508,1,0.0,0.0,0,0.0,0.1294
C202504-HI-001960,Hidra,202504,1020.0,514,1,33776.09,35215.49,0,0.0,0.1437
C202504-HI-001961,Hidra,202504,1005.0,509,1,37083.26,27856.26,0,0.0,0.1312
C202504-HI-001962,Hidra,202504,1001.0,503,1,0.0,0.0,0,0.0,0.1135
C202504-HI-001963,Hidra,202504,1007.0,501,1,10984.95,11416.7,0,0.0,0.1469
C202504-HI-001964,Hidra,202504,1002.0,509,1,836.76,514.53,0,0.0,0.1828
C202504-HI-001965,Hidra,202504,1015.0,513,1,5375.42,4966.48,0,0.0,0.1154
C202504-HI-001966,Hidra,202504,1015.0,507,1,3572.01,2364.71,0,0.0,0.2273
C202504-HI-001967,Hidra,202504,1006.0,506,1,6240.95,3882.87,0,0.0,0.1761
C202504-HI-001968,Hidra,202504,1001.0,508,1,0.0,0.0,0,0.0,0.1724
C202504-HI-001969,Hidra,202504,1003.0,502,1,9149.47,7233.0,0,0.0,0.1713
C202504-HI-001970,Hidra,202504,1018.0,503,1,6218.72,5366.82,0,0.0,0.0914
C202504-HI-001971,Hidra,202504,1006.0,511,1,5939.17,5252.31,0,0.0,0.1488
C202504-HI-001972,Hidra,202504,1017.0,508,1,562.65,438.6,0,0.0,0.1346
C202504-HI-001973,Hidra,202504,1009.0,513,1,0.0,0.0,0,0.0,0.1248
C202504-HI-001974,Hidra,202504,1007.0,507,1,10507.42,7988.84,0,0.0,0.1137
C202504-HI-001975,Hidra,202504,1007.0,501,1,12323.11,9321.25,0,0.0,0.1179
C202504-HI-001976,Hidra,202504,1015.0,504,1,3253.46,2604.17,0,0.0,0.16
C202504-HI-001977,Hidra,202504,1007.0,504,1,7400.19,7477.35,0,0.0,0.1748
C202504-HI-001978,Hidra,202504,1014.0,501,1,15309.7,12426.1,0,0.0,0.1019
C202504-HI-001979,Hidra,202504,1014.0,514,1,56098.95,57877.18,0,0.0,0.1541
C202504-HI-001980,Hidra,202504,1003.0,510,1,11986.39,8439.24,0,0.0,0.1226
C202504-HI-001981,Hidra,202504,1008.0,509,1,12004.45,12114.05,0,0.0,0.1676
C202504-HI-001982,Hidra,202504,1015.0,513,1,6364.6,3975.54,0,0.0,0.1368
C202504-HI-001983,Hidra,202504,1010.0,510,1,34629.04,29293.6,0,0.0,0.1396
C202504-HI-001984,Hidra,202504,1013.0,509,1,24148.37,14566.98,0,0.0,0.1597
C202504-HI-001985,Hidra,202504,1009.0,512,1,0.0,0.0,0,0.0,0.0918
C202504-HI-001986,Hidra,202504,1012.0,514,1,0.0,0.0,0,0.0,0.1157
C202504-HI-001987,Hidra,202504,1017.0,515,1,513.42,484.99,0,0.0,0.1699
C202504-HI-001988,Hidra,202504,1017.0,507,1,419.69,388.64,0,0.0,0.1632
